s_m,x_m,y_m,z_m,theta_rad,mu_rad,phi_rad,dtheta_radpm,dmu_radpm,dphi_radpm,w_tr_right_m,w_tr_left_m,omega_x_radpm,omega_y_radpm,omega_z_radpm
1213.951483,29.643399,730.348478,28.363478,1.692705,-0.005550,-0.020807,0.000133,-0.000578,-0.000102,-6.815840,6.868368,-0.000102,-0.000580,0.000121
1215.951109,29.400160,732.333224,28.374576,1.692972,-0.006705,-0.021011,0.000152,-0.000551,-0.000065,-6.822277,6.860318,-0.000064,-0.000554,0.000140
1217.950749,29.156484,734.317916,28.387984,1.693275,-0.007807,-0.021142,0.000181,-0.000231,-0.000267,-6.808616,6.856557,-0.000265,-0.000235,0.000176
1219.950405,28.912239,736.302538,28.403595,1.693637,-0.008268,-0.021675,0.000146,0.000258,-0.000251,-6.826534,6.876573,-0.000250,0.000255,0.000152
1221.950068,28.667191,738.287061,28.420128,1.693930,-0.007752,-0.022177,0.000173,0.000228,-0.000140,-6.836221,6.851182,-0.000139,0.000224,0.000178
1223.949723,28.421627,740.271520,28.435630,1.694276,-0.007297,-0.022457,0.000235,-0.000245,-0.000024,-6.836793,6.867835,-0.000022,-0.000250,0.000229
1225.949371,28.175379,742.255894,28.450222,1.694746,-0.007787,-0.022506,0.000200,-0.000249,-0.000156,-6.840969,6.886281,-0.000154,-0.000254,0.000194
1227.949027,27.928060,744.240135,28.465793,1.695146,-0.008286,-0.022817,0.000236,-0.000295,-0.000171,-6.846557,6.855534,-0.000170,-0.000301,0.000229
1229.948690,27.680055,746.224291,28.482361,1.695618,-0.008876,-0.023160,0.000309,-0.000647,-0.000323,-6.864531,6.851695,-0.000320,-0.000654,0.000294
1231.948364,27.431141,748.208333,28.500111,1.696236,-0.010170,-0.023806,0.000255,-0.000406,-0.000251,-6.883473,6.839526,-0.000249,-0.000412,0.000245
1233.948063,27.180851,750.192201,28.520447,1.696746,-0.010982,-0.024308,0.000292,-0.000002,-0.000319,-6.892503,6.822267,-0.000315,-0.000009,0.000291
1235.947778,26.929697,752.175961,28.542408,1.697329,-0.010987,-0.024945,0.000374,-0.000308,-0.000298,-6.891567,6.783763,-0.000294,-0.000317,0.000366
