V,Aw,An,Ae_off,Ae_on
53.1166666666667,37.37234642994828,23.694089400000006,5.885142355406816,5.885142355406816
53.3333333333333,37.524921962159844,23.736055999999994,5.8776074394972575,5.8776074394972575
53.55,37.67749749437148,23.7780226,5.869222272392726,5.869222272392726
53.7666666666667,37.830073026583115,23.819989200000006,5.860094818894099,5.860094818894099
53.9833333333333,37.98264855879468,23.861955799999993,5.850219637937913,5.850219637937913
54.2,38.1375364884348,23.9034528,5.839723693137835,5.839723693137835
54.4166666666667,38.29261711786062,23.944910666666672,5.828641903450851,5.828641903450851
54.6333333333333,38.44769774728638,23.986368533333327,5.81710380381688,5.81710380381688
54.85,38.6027783767122,24.0278264,4.808814061061316,4.808814061061316
55.0666666666667,38.7586252041207,24.06912773333334,4.814215975820987,4.814215975820987
55.2833333333333,38.91619597699014,24.11007686666666,4.819846729855873,4.819846729855873
55.5,39.07376674985965,24.151026,4.825664884793032,4.825664884793032
55.7166666666667,39.23133752272916,24.19197513333334,4.831659373006613,4.831659373006613
55.9333333333333,39.388908295598604,24.23292426666666,4.837788173350288,4.837788173350288
56.15,39.54819266131877,24.2735212,4.844032955570416,4.844032955570416
56.3666666666667,39.708238623861455,24.313961600000006,4.850357890774801,4.850357890774801
56.5833333333333,39.86828458640406,24.354401999999993,4.856739253116643,4.856739253116643
56.8,40.02833054894674,24.3948424,4.863143918125917,4.863143918125917
57.0166666666667,40.18856576040501,24.435243666666675,4.869542856351821,4.869542856351821
57.2333333333333,40.35107195885027,24.47517533333333,4.875907909576572,4.875907909576572
57.45,40.5135781572956,24.515107,4.8822045911651335,4.8822045911651335
57.6666666666667,40.676084355740926,24.555038666666675,4.888408554505483,4.888408554505483
57.8833333333333,40.83859055418618,24.59497033333333,4.8944811168785645,4.8944811168785645
58.1,41.00222534438483,24.634667200000003,4.900403493620732,4.900403493620732
58.3166666666667,41.167176824962354,24.67409013333334,4.906131724980389,4.906131724980389
58.5333333333333,41.332128305539804,24.713513066666664,4.911651904787039,4.911651904787039
58.75,41.497079786117325,24.752936000000002,4.91691905530491,4.91691905530491
58.9666666666667,41.66203126669485,24.79235893333334,4.921925623236126,4.921925623236126
59.1833333333333,41.82903917896293,24.831351399999996,4.9266193895084065,4.9266193895084065
59.4,41.9964209879021,24.8702656,4.9309985901887625,4.9309985901887625
59.6166666666667,42.16380279684128,24.909179800000004,4.935011805028406,4.935011805028406
59.8333333333333,42.33118460578037,24.948093999999994,4.938664127370921,4.938664127370921
60.05,42.49912380885597,24.986890799999998,4.941899052603077,4.941899052603077
60.2666666666667,42.6689209923863,25.025296266666672,4.94472646484078,4.94472646484078
60.4833333333333,42.83871817591655,25.06370173333333,4.947092131831238,4.947092131831238
60.7,43.00851535944688,25.102107200000003,4.949014212473755,4.949014212473755
60.9166666666667,43.17831254297721,25.140512666666673,4.95043346343121,4.95043346343121
61.1333333333333,43.34958690855094,25.178605066666663,4.95137027881737,4.95137027881737
61.35,43.521784512901924,25.216501800000003,4.951775150326362,4.951775150326362
61.5666666666667,43.69398211725291,25.25439853333334,4.951678803777526,4.951678803777526
61.7833333333333,43.866179721603814,25.292295266666663,4.951028378608736,4.951028378608736
62.0,44.0383773259548,25.330192,4.949857527176243,4.949857527176243
62.2166666666667,44.212960397355914,25.367580000000007,4.948117412194149,4.948117412194149
62.4333333333333,44.38754346875696,25.404967999999997,4.945852767010966,4.945852767010966
62.65,44.562126540158076,25.442356,4.943020007933138,4.943020007933138
62.8666666666667,44.7367096115592,25.479744000000007,4.939663271658628,4.939663271658628
63.0833333333333,44.91220441883703,25.51693633333333,4.935744745223142,4.935744745223142
63.3,45.0891580035178,25.5538156,4.931320762179828,4.931320762179828
